symbol,name,country,ipo_date,industry,mkt_cap
SCWX,SecureWorks Corp,US,2016-04-22,Technology,738.1393479999998
HBCP,Home Bancorp Inc,US,2008-10-03,Banking,269.441395
ISEE,IVERIC bio Inc,US,2013-09-25,Biotechnology,3711.901837
CLMB,Climb Global Solutions Inc,US,1995-07-18,Electrical Equipment,238.208215
FVCB,FVCBankcorp Inc,US,2013-06-28,Banking,182.397995
GLNG,Golar LNG Ltd,BM,2001-07-12,Energy ,2246.381222
FTHM,Fathom Holdings Inc,US,2020-07-31,Real Estate,70.93303199999998
GFL,GFL Environmental Inc,CA,2020-03-03,Commercial Services & Supplies,18650.023744
DXLG,Destination XL Group Inc,US,1987-12-29,Retail,343.783298
BSAQ,Black Spade Acquisition Co,HK,2021-07-16,,215.897502
CING,Cingulate Inc,US,2021-10-07,Pharmaceuticals,10.878523
OI,O-I Glass Inc,US,1991-12-11,Packaging,3408.246228
RES,RPC Inc,US,1984-07-02,,1690.254088
CPRX,Catalyst Pharmaceuticals Inc,US,2006-11-08,Biotechnology,1836.273315
AWRE,Aware Inc,US,1996-08-09,Technology,39.258537
ACNB,ACNB Corp,US,1993-10-27,Banking,259.451125
DLO,Dlocal Ltd,UY,2021-06-03,Financial Services,3987.8593229999988
CMPR,Cimpress PLC,IE,2019-12-05,Commercial Services & Supplies,1090.885823
EKSO,Ekso Bionics Holdings Inc,US,2013-04-10,Health Care,20.679332000000002
QNST,Quinstreet Inc,US,2010-02-11,Media,804.3970060000001
KTTA,Pasithea Therapeutics Corp,US,2021-08-13,Biotechnology,10.450696
IRNT,IronNet Inc,US,2019-11-12,Technology,34.213165999999994
HIBB,Hibbett Inc,US,1996-10-11,Retail,749.5856669999997
CMTG,Claros Mortgage Trust Inc,US,2021-11-03,Real Estate,1658.576065
SDAC,Sustainable Development Acquisition I Corp,US,2021-02-05,,399.2656389447731
QLGN,Qualigen Therapeutics Inc,US,2015-06-24,Biotechnology,3.67285
TSRI,TSR Inc,US,1976-01-16,Technology,18.01995
LRN,Stride Inc,US,2007-12-14,Diversified Consumer Services,1633.4276350000002
MTRY,Monterey Innovation Acquisition Corp,US,2021-10-01,,52.27202207955077
NCNO,nCino Inc,US,2020-07-14,Technology,2712.7907679999994
DIN,Dine Brands Global Inc,US,1991-07-12,"Hotels, Restaurants & Leisure",1064.318454
BOX,Box Inc,US,2015-01-23,Technology,3897.5711409999994
TDC,Teradata Corp,US,2007-09-12,Technology,4051.1519840000005
ANGN,Angion Biomedica Corp,US,2021-02-05,Pharmaceuticals,17.243385
CLBK,Columbia Financial Inc,US,2018-04-20,Banking,1933.6551179999994
LFST,Lifestance Health Group Inc,US,2021-06-10,Health Care,2954.5049050000002
QCOM,Qualcomm Inc,US,1991-12-13,Semiconductors,137145.0
BIO.B,Bio Rad Laboratories Inc,US,1980-03-17,Life Sciences Tools & Services,13810.729112
LGF.B,Lions Gate Entertainment Corp,US,1998-11-17,Media,2444.7762190000003
AGX,Argan Inc,US,1970-07-17,Construction,522.008183
ICE,Intercontinental Exchange Inc,US,2005-11-16,Financial Services,60589.138442999996
STIM,Neuronetics Inc,US,2018-06-28,Health Care,65.80313400000001
YEXT,Yext Inc,US,2017-04-13,Technology,1013.4692079999996
GRTS,Gritstone bio Inc,US,2018-09-28,Biotechnology,242.823682
SIEB,Siebert Financial Corp,US,1980-03-18,Financial Services,60.13486000000001
TRV,Travelers Companies Inc,US,1980-03-17,Insurance,39750.786409
AZYO,Aziyo Biologics Inc,US,2020-10-08,Biotechnology,23.475788
ROSS,Ross Acquisition II Corp,US,2021-03-16,,441.59998999999993
RLI,Rli Corp,US,1980-03-17,Insurance,5960.08313
SPIR,Spire Global Inc,US,2020-11-02,Professional Services,106.01056200000001
HNI,HNI Corp,US,1998-07-02,Commercial Services & Supplies,1106.0326500000003
NXGL,Nexgel Inc,US,2021-12-22,Health Care,11.31087
MVIS,MicroVision Inc,US,1996-08-27,Electrical Equipment,430.755587
DOGZ,Dogness International Corp,CN,2017-12-20,"Textiles, Apparel & Luxury Goods",28.23819200000001
DBRG,DigitalBridge Group Inc,US,2014-06-27,Real Estate,1966.5036710000006
URBN,Urban Outfitters Inc,US,1993-11-01,Retail,2446.135997
AI,C3.ai Inc,US,2020-12-09,Technology,2438.1944119999994
SNES,Senestech Inc,US,2016-12-08,Pharmaceuticals,3.5826870000000004
ZT,Zimmer Energy Transition Acquisition Corp,US,2021-06-16,,436.85625499999986
IFS,Intercorp Financial Services Inc,PE,2007-05-16,Banking,2649.524726973913
MGTA,Magenta Therapeutics Inc,US,2018-06-21,Biotechnology,45.079709
CPRI,Capri Holdings Ltd,GB,2011-12-15,"Textiles, Apparel & Luxury Goods",5390.425593000001
VZIO,Vizio Holding Corp,US,2021-03-25,Consumer products,1781.0319980000002
CLH,Clean Harbors Inc,US,1987-11-24,Commercial Services & Supplies,7242.391361
MSA,MSA Safety Inc,US,2004-07-12,Commercial Services & Supplies,5136.149715
SLCA,US Silica Holdings Inc,US,2012-01-28,,930.9596350000003
NIC,Nicolet Bankshares Inc,US,2013-04-26,Banking,932.655331
NEOG,Neogen Corp,US,1989-08-23,Health Care,3699.538451
SLGG,"Super League Gaming, Inc.",US,2019-02-26,Media,18.077189999999998
ELAN,Elanco Animal Health Inc,US,2018-09-20,Pharmaceuticals,4482.87655
AVO,Mission Produce Inc,US,2020-09-30,Food Products,783.722668
TSEM,Tower Semiconductor Ltd,IL,1994-01-01,Semiconductors,4589.970154
CNX,CNX Resources Corp,US,1999-04-30,Energy ,2715.2193600000005
EGLE,Eagle Bulk Shipping Inc,US,2005-06-23,Marine,588.5117599999999
ARAV,Aravive Inc,US,2014-03-20,Biotechnology,112.50832199999999
CMP,Compass Minerals International Inc,US,2003-12-12,Metals & Mining,1294.194496
OMF,OneMain Holdings Inc,US,2013-10-16,Financial Services,4323.854364
PHIO,Phio Pharmaceuticals Corp,US,2012-05-10,Biotechnology,6.5698240000000006
TOST,Toast Inc,US,2021-09-22,Financial Services,8720.887960000002
GTX,Garrett Motion Inc,CH,2018-10-04,Auto Components,519.392402
MHLD,Maiden Holdings Ltd,BM,2008-05-06,Insurance,218.29413300000002
HLGN,Heliogen Inc,US,2021-03-19,Electrical Equipment,49.257226
LDI,Loandepot Inc,US,2021-02-11,Financial Services,466.648884
SWKH,SWK Holdings Corp,US,1999-09-22,Financial Services,224.27672900000002
CUEN,Cuentas Inc,US,2008-05-07,Telecommunication,10.72832
BHIL,Benson Hill Inc,US,2021-01-06,Food Products,208.93457800000002
CACI,CACI International Inc,US,2002-08-16,Professional Services,7023.286036000001
TJX,TJX Companies Inc,US,1965-11-17,Retail,89958.01160499999
MTEX,Mannatech Inc,US,1999-02-16,Consumer products,30.93326800000001
LGST,Semper Paratus Acquisition Corp,US,2021-11-04,,516.960997
PRTK,Paratek Pharmaceuticals Inc,US,2006-05-10,Pharmaceuticals,151.753022
QUOT,Quotient Technology Inc,US,2014-03-06,Media,310.60814199999993
USM,United States Cellular Corp,US,1988-05-04,Telecommunication,1879.889381
WTFC,Wintrust Financial Corp,US,1974-09-16,Banking,4335.198558
NISN,Nisun International Enterprise Development Group Co Ltd,CN,2016-12-27,Technology,19.498523000000002
CHCI,Comstock Holding Companies Inc,US,2004-12-14,Real Estate,44.97998900000001
ANSS,ANSYS Inc,US,1996-06-20,Technology,28048.622837000006
GOGL,Golden Ocean Group Ltd,BM,1997-02-07,Marine,1770.288064
QUBT,Quantum Computing Inc,US,2018-02-01,Technology,85.90440699999999
GOOS,Canada Goose Holdings Inc,CA,2017-03-21,"Textiles, Apparel & Luxury Goods",2590.0337044534413
AVXL,Anavex Life Sciences Corp,US,2006-04-13,Biotechnology,607.8703289999999
OSA,Prosomnus Inc,CN,2021-06-15,Health Care,83.93199
HCA,HCA Healthcare Inc,US,2010-12-28,Health Care,74944.337201
GLTO,Galecto Inc,US,2020-10-29,Biotechnology,48.779602000000004
ENLT,Enlight Renewable Energy Ltd,IL,1994-02-11,Utilities,6970.507036
KO,Coca-Cola Co,US,1950-01-26,Beverages,271889.319313
PPTA,Perpetua Resources Corp,US,2011-07-14,Metals & Mining,411.5749055330634
APDN,Applied DNA Sciences Inc,US,2001-08-24,Life Sciences Tools & Services,13.295775
ARRY,Array Technologies Inc,US,2020-10-15,Electrical Equipment,2959.5931920000003
BTCS,BTCS Inc,US,2008-09-25,Technology,17.620891
FSLR,First Solar Inc,US,2006-11-17,Semiconductors,21802.624965
AMLX,Amylyx Pharmaceuticals Inc,US,2022-01-07,Pharmaceuticals,1938.7783309999998
MEGL,Magic Empire Global Ltd,HK,2022-08-05,Financial Services,26.5355
SLAB,Silicon Laboratories Inc,US,2000-03-24,Semiconductors,5356.185254999999
CHEF,Chefs' Warehouse Inc,US,2011-07-28,Retail,1294.623641
LFMD,LifeMD Inc,US,2001-07-11,Consumer products,51.97582100000001
CEG,Constellation Energy Corp,US,2022-01-19,Utilities,25207.222757000003
HWEL,Healthwell Acquisition Corp I,US,2021-08-05,,317.18748799999986
OTEC,Oceantech Acquisitions I Corp,US,2021-07-19,,48.959237568445474
PULM,Pulmatrix Inc,US,2014-03-21,Pharmaceuticals,9.970738
ZIM,ZIM Integrated Shipping Services Ltd,IL,2021-01-28,Marine,2090.001511
NUBI,Nubia Brand International Corp,US,2022-03-11,,162.923677
ULCC,Frontier Group Holdings Inc,US,2021-04-01,Airlines,2065.02679
HUBS,HubSpot Inc,US,2014-10-09,Technology,20130.796609999998
ESTA,Establishment Labs Holdings Inc,CR,2018-07-19,Health Care,1733.6871570000005
BIMI,Bimi International Medical Inc,CN,2010-10-04,Health Care,2.0754770000000002
IBM,International Business Machines Corp,US,1915-11-11,Technology,118377.28756700002
SSNT,SilverSun Technologies Inc,US,2004-03-05,Technology,16.399272037914688
FIX,Comfort Systems USA Inc,US,1997-06-27,Construction,4621.285985
ARDS,Aridis Pharmaceuticals Inc,US,2018-08-14,Biotechnology,9.538899
SNPO,Snap One Holdings Corp,US,2021-07-28,Consumer products,653.6372270000003
HARP,Harpoon Therapeutics Inc,US,2019-02-08,Biotechnology,24.172385000000002
LAUR,Laureate Education Inc,US,2017-02-01,Diversified Consumer Services,1772.6734960000001
SINT,SINTX Technologies Inc,US,2014-02-11,Health Care,6.200451
BYFC,Broadway Financial Corp,US,1996-01-09,Banking,74.96842200000002
ARKO,Arko Corp.,US,2019-07-23,Retail,1023.832449
OTLK,Outlook Therapeutics Inc,US,2016-06-13,Biotechnology,264.366806
THCP,Thunder Bridge Capital Partners IV Inc,US,2021-06-30,,305.76605825246537
SBUX,Starbucks Corp,US,1992-06-26,"Hotels, Restaurants & Leisure",120308.72946200002
SMG,Scotts Miracle-Gro Co,US,1995-12-29,Chemicals,3997.4829700000005
MDWT,Midwest Holding Inc,US,2015-05-14,Insurance,53.16093999999999
PRIM,Primoris Services Corp,US,2006-10-04,Construction,1320.651401
FWBI,First Wave BioPharma Inc,US,2016-10-11,Biotechnology,3.7499860000000003
GENQ,Genesis Unicorn Capital Corp,US,2022-02-15,,141.460755
PRG,PROG Holdings Inc,US,1982-05-11,Financial Services,1092.81369
PDFS,PDF Solutions Inc,US,2001-07-26,Semiconductors,1557.175159
REFR,Research Frontiers Inc,US,1986-07-08,Electrical Equipment,55.96050399999999
VATE,Innovate Corp,US,2011-06-23,Construction,230.84815800000004
IDA,Idacorp Inc,US,1980-03-17,Utilities,5611.265743999999
TSE,Trinseo PLC,US,2014-06-12,Chemicals,725.811561
MRTN,Marten Transport Ltd,US,1986-09-25,Road & Rail,1622.99057
SPXC,SPX Technologies Inc,US,1972-08-02,Machinery,3026.589131000001
THRX,Theseus Pharmaceuticals Inc,US,2021-10-07,Pharmaceuticals,450.857678
OPFI,OppFi Inc,US,2020-09-30,Financial Services,226.92664399999998
EIG,Employers Holdings Inc,US,2007-01-31,Insurance,1149.7101729999995
UBX,UNITY Biotechnology Inc,US,2018-05-03,Biotechnology,21.508678
LEE,Lee Enterprises Inc,US,1980-03-17,Media,75.347205
AAON,Aaon Inc,US,1991-01-03,Building,4960.400868
Z,Zillow Group Inc,US,2011-07-20,Real Estate,10446.235622
USFD,US Foods Holding Corp,US,2016-05-26,Retail,8165.265270999999
ATKR,Atkore Inc,US,2016-06-09,Electrical Equipment,4815.62342
CRAI,CRA International Inc,US,1998-04-24,Professional Services,749.962129
CRNX,Crinetics Pharmaceuticals Inc,US,2018-07-18,Biotechnology,856.6118529999999
VBNK,VersaBank,CA,2013-08-27,Banking,265.291806
TFSL,TFS Financial Corp,US,2007-04-23,Financial Services,3453.6318869999996
OZK,Bank Ozk,US,1997-07-17,Banking,3897.304604999999
EVGR,Evergreen Corp,US,2022-02-09,,157.12505200000004
BWV,Blue Water Vaccines Inc,US,2022-02-18,Biotechnology,16.0285
TOMZ,TOMI Environmental Solutions Inc,US,2008-06-19,Commercial Services & Supplies,16.453882999999998
SUPN,Supernus Pharmaceuticals Inc,US,2010-12-28,Pharmaceuticals,2016.8393600000002
BCAB,Bioatla Inc,US,2020-12-16,Biotechnology,163.05576000000002
GLDD,Great Lakes Dredge & Dock Corp,US,2006-12-27,Construction,354.103772
ORA,Ormat Technologies Inc,US,2004-11-11,Utilities,5038.335658
WAT,Waters Corp,US,1995-11-17,Life Sciences Tools & Services,17683.069611000003
STKS,One Group Hospitality Inc,US,2011-10-25,"Hotels, Restaurants & Leisure",265.173136
NTR,Nutrien Ltd,CA,2018-01-02,Chemicals,45770.680582
REZI,Resideo Technologies Inc,US,2018-10-15,Building,2534.989672
GIS,General Mills Inc,US,1928-11-30,Food Products,51041.106267
CTSH,Cognizant Technology Solutions Corp,US,1998-06-24,Technology,30771.579808
KFRC,Kforce Inc,US,1995-08-15,Professional Services,1270.504889
WTER,Alkaline Water Company Inc,US,2012-07-11,Beverages,16.591839
STCN,Steel Connect Inc,US,1994-01-25,Professional Services,66.255207
KZR,Kezar Life Sciences Inc,US,2018-06-21,Biotechnology,177.717429
GSUN,Golden Sun Education Group Ltd,CN,2022-06-22,Diversified Consumer Services,27.533236
NGVT,Ingevity Corp,US,2016-05-02,Chemicals,2584.1962060000005
IONM,Assure Holdings Corp,US,2017-07-17,Health Care,3.413404
CNQ,Canadian Natural Resources Ltd,CA,2000-07-31,Energy ,87031.058737
BOKF,BOK Financial Corp,US,1990-10-24,Banking,5507.762088
OPA,Magnum Opus Acquisition Ltd,HK,2021-03-23,,255.999994
CTKB,Cytek Biosciences Inc,US,2021-07-23,Life Sciences Tools & Services,1216.16689
GIFI,Gulf Island Fabrication Inc,US,1997-04-04,,55.42469100000001
SPT,Sprout Social Inc,US,2019-12-13,Technology,2887.847725
GWW,WW Grainger Inc,US,1975-07-29,Trading Companies & Distributors,32210.861176
ARCC,Ares Capital Corp,US,2012-10-08,Financial Services,9754.96
NLS,Nautilus Inc,US,1999-05-05,Leisure Products,44.883773
WLYB,John Wiley & Sons Inc,US,1995-07-12,Media,2102.8972690000005
INSE,Inspired Entertainment Inc,US,2014-12-11,"Hotels, Restaurants & Leisure",320.98882799999996
NLTX,Neoleukin Therapeutics Inc,US,2014-03-07,Biotechnology,29.972843000000008
QRHC,Quest Resource Holding Corp,US,2009-07-16,Commercial Services & Supplies,109.07467900000002
FULC,Fulcrum Therapeutics Inc,US,2019-07-18,Pharmaceuticals,146.98640600000002
HTZ,Hertz Global Holdings Inc,US,2021-07-30,Road & Rail,4887.712474000001
LNTH,Lantheus Holdings Inc,US,2015-06-25,Health Care,5612.579045
BBLN,Babylon Holdings Ltd,US,2021-03-30,Health Care,126.78983300000002
LASR,nLIGHT Inc,US,2018-04-26,Electrical Equipment,434.56069100000013
PROC,Procaps Group SA,LU,2019-12-09,Pharmaceuticals,549.453747
DFS,Discover Financial Services,US,2007-06-14,Financial Services,25412.879288999997
ALCO,Alico Inc,US,1980-03-17,Food Products,180.943902
LAZY,Lazydays Holdings Inc,US,2018-03-16,Retail,118.68673000000001
TTNP,Titan Pharmaceuticals Inc,US,1996-01-18,Pharmaceuticals,12.013036
NATI,National Instruments Corp,US,1995-03-14,Electrical Equipment,6884.529945000001
STZ,Constellation Brands Inc,US,1986-07-07,Beverages,41449.019128
SXC,SunCoke Energy Inc,US,2011-07-21,Metals & Mining,719.8526370000002
DERM,Journey Medical Corp,US,2021-11-12,Pharmaceuticals,26.693547
KELYA,Kelly Services Inc,US,1980-03-17,Professional Services,603.196138
TBI,TrueBlue Inc,US,1998-10-28,Professional Services,579.331424
HZNP,Horizon Therapeutics PLC,IE,2010-08-11,Biotechnology,24836.869944
CARE,Carter Bankshares Inc,US,2007-02-28,Banking,328.929269
MTEM,Molecular Templates Inc,US,2005-02-04,Biotechnology,24.23121
WAVD,Wavedancer Inc,US,1993-10-27,Technology,5.36252
BRDG,Bridge Investment Group Holdings Inc,US,2021-07-16,Financial Services,1561.291219
EQS,EQUUS Total Return Inc,US,1992-09-11,Financial Services,20.0066
WYNN,Wynn Resorts Ltd,US,2002-10-25,"Hotels, Restaurants & Leisure",12405.611948
RMR,RMR Group Inc,US,2015-11-24,Real Estate,817.8923929999999
SNEX,StoneX Group Inc,US,1995-02-13,Financial Services,2045.871793
DHAC,Digital Health Acquisition Corp,US,2021-11-04,,46.377621000000005
CZNC,Citizens & Northern Corp,US,1993-10-27,Banking,316.39335999999986
ROVR,Rover Group Inc,US,2021-01-29,Diversified Consumer Services,780.8917850000001
CELC,Celcuity Inc,US,2017-09-20,Biotechnology,217.111163
DVN,Devon Energy Corp,US,1985-07-22,Energy ,34603.1399
LFAC,LF Capital Acquisition II Corp,US,2021-11-17,,252.878929
ZWS,Zurn Elkay Water Solutions Corp,US,2012-03-29,Building,3537.24954
HWKZ,Hawks Acquisition Corp,US,2021-10-08,,291.812489
CNSL,Consolidated Communications Holdings Inc,US,2005-07-22,Telecommunication,329.13237600000014
SGMO,Sangamo Therapeutics Inc,US,2000-04-06,Biotechnology,274.627789
FCCO,First Community Corp (South Carolina),US,1998-06-30,Banking,148.709561
CNNE,Cannae Holdings Inc,US,2017-11-20,Financial Services,1461.099968
HCMA,HCM Acquisition Corp,US,2022-01-21,,406.36688500000014
CFLT,Confluent Inc,US,2021-06-24,Technology,6754.205193000001
SST,System1 Inc,US,2020-08-07,Media,470.92380199999997
IMXI,International Money Express Inc,US,2017-01-25,Financial Services,906.722709
TNL,Travel + Leisure Co,US,2006-07-19,"Hotels, Restaurants & Leisure",2940.274911
CLSD,Clearside Biomedical Inc,US,2016-06-02,Pharmaceuticals,76.09173199999998
CDAQ,Compass Digital Acquisition Corp,US,2021-09-29,,271.08173
IKT,Inhibikase Therapeutics Inc,US,2020-12-23,Biotechnology,16.160605
EYE,National Vision Holdings Inc,US,2017-10-26,Retail,1509.615983
ALLR,Allarity Therapeutics Inc,US,2021-12-21,Biotechnology,1.215009
PD,PagerDuty Inc,US,2019-04-11,Technology,2941.802407
LSCC,Lattice Semiconductor Corp,US,1989-11-09,Semiconductors,12249.016693000001
PACB,Pacific Biosciences of California Inc,US,2010-10-27,Life Sciences Tools & Services,2707.989973
MBI,MBIA Inc,US,1987-06-30,Insurance,560.9937029999999
THO,Thor Industries Inc,US,1984-01-11,Automobiles,4076.005279
LCA,Landcadia Holdings IV Inc,US,2021-03-25,,629.3749950049603
EXK,Endeavour Silver Corp,CA,1982-09-10,Metals & Mining,1074.973419
VRTX,Vertex Pharmaceuticals Inc,US,1991-07-24,Biotechnology,82696.03052900001
PFG,Principal Financial Group Inc,US,2001-10-26,Insurance,17848.704484
FGI,FGI Industries Ltd,US,2022-01-25,Trading Companies & Distributors,18.24
OCAX,OCA Acquisition Corp,US,2021-01-15,,193.97624900383877
OGI,OrganiGram Holdings Inc,CA,2011-11-24,Pharmaceuticals,257.362658
ALRM,Alarm.com Holdings Inc,US,2015-06-26,Technology,2423.977328
BWB,Bridgewater Bancshares Inc,US,2018-03-14,Banking,288.66416
TYL,Tyler Technologies Inc,US,1980-03-17,Technology,14753.842367
DGX,Quest Diagnostics Inc,US,1996-12-17,Health Care,15905.830505000002
GRND,Grindr Inc,US,2020-11-24,Media,1098.0685920000003
LOCC,Live Oak Crestview Climate Acquisition Corp,US,2021-09-23,,252.99999700000004
HON,Honeywell International Inc,US,1985-09-19,Industrial Conglomerates,127253.998175
TGLS,Tecnoglass Inc,CO,2012-03-19,Building,1906.9909670000002
LKQ,LKQ Corp,US,2003-10-03,Distributors,14531.015043999998
T,AT&T Inc,US,1983-11-21,Telecommunication,140101.954678
FC,Franklin Covey Co,US,1992-06-03,Professional Services,527.931175
RVLP,RVL Pharmaceuticals PLC,US,2018-10-12,Pharmaceuticals,116.23928000000001
VQS,Viq Solutions Inc,CA,2005-02-28,Technology,16.285357
JBLU,JetBlue Airways Corp,US,2002-04-12,Airlines,2264.68174
HQY,Healthequity Inc,US,2014-07-31,Health Care,4831.84576
VHC,VirnetX Holding Corp,US,1999-07-29,Technology,111.42245300000002
OEC,Orion Engineered Carbons SA,LU,2014-07-25,Chemicals,1493.5267570000005
REVB,Revelation Biosciences Inc,US,2020-10-08,Biotechnology,5.143496
ADT,ADT Inc,US,2018-01-19,Diversified Consumer Services,5924.001237000001
WINA,Winmark Corp,US,1993-08-25,Retail,1111.6843210000002
EEX,Emerald Holding Inc,US,2017-04-28,Media,258.628948
CNDA,Concord Acquisition II Corp,US,2021-09-01,,355.72382799999997
WHF,WhiteHorse Finance Inc,US,2012-12-05,Financial Services,289.144002
SVFD,Save Foods Inc,US,2009-12-01,Chemicals,3.454446
VRT,Vertiv Holdings Co,US,2018-06-12,Electrical Equipment,4675.193248
CPUH,Compute Health Acquisition Corp,US,2021-02-05,,316.16909300000003
AVAV,AeroVironment Inc,US,2007-01-23,Aerospace & Defense,2622.15315
NFNT,Infinite Acquisition Corp,US,2021-11-19,,359.49000700000005
EXFY,Expensify Inc,US,2021-11-10,Technology,654.602383
MCBC,Macatawa Bank Corp,US,1998-04-02,Banking,331.667863
ATCX,Atlas Technical Consultants Inc,US,2018-11-20,Professional Services,484.344796
PFBC,Preferred Bank,US,2005-02-15,Banking,794.127616
SUNL,Sunlight Financial Holdings Inc,US,2020-11-30,Financial Services,45.87335300000001
CAC,Camden National Corp,US,1997-10-07,Banking,511.934955
FIGS,Figs Inc,US,2021-05-27,Health Care,1094.2605
BMEA,Biomea Fusion Inc,US,2021-04-16,Biotechnology,899.8241119999999
SMR,Nuscale Power Corp,US,2020-11-24,Electrical Equipment,1877.30556
ILAG,Intelligent Living Application Group Inc,HK,2022-07-13,Building,21.7623
WASH,Washington Trust Bancorp Inc,US,1987-06-08,Banking,577.190072
HOWL,Werewolf Therapeutics Inc,US,2021-04-30,Biotechnology,88.199549
SNDR,Schneider National Inc,US,2017-04-06,Road & Rail,4603.873757000001
INVE,Identiv Inc,US,1997-10-07,Electrical Equipment,143.301973
TIG,Trean Insurance Group Inc,US,2020-07-16,Insurance,313.577902
OPAD,Offerpad Solutions Inc,US,2020-10-21,Real Estate,129.383947
SBLK,Star Bulk Carriers Corp,GR,2006-02-27,Marine,2125.0341629999994
UG,United-Guardian Inc,US,1980-03-17,Consumer products,45.0212
NAII,Natural Alternatives International Inc,US,1997-01-13,Consumer products,52.303739
WRBY,Warby Parker Inc,US,2021-09-29,Retail,1270.3147010000002
INTG,InterGroup Corp,US,1964-01-16,Real Estate,96.40005020357054
PWOD,Penns Woods Bancorp Inc,US,1993-10-27,Banking,164.48533899999998
LMAT,LeMaitre Vascular Inc,US,2006-10-19,Health Care,1152.8163770000006
UA,Under Armour Inc,US,2005-11-18,"Textiles, Apparel & Luxury Goods",3816.085425000001
PB,Prosperity Bancshares Inc,US,1998-11-12,Banking,5533.3020289999995
GO,Grocery Outlet Holding Corp,US,2019-06-20,Retail,2713.6536929999997
KLXE,KLX Energy Services Holdings Inc,US,2018-08-29,,197.0573
HRL,Hormel Foods Corp,US,1990-01-16,Food Products,22026.360024
UGI,UGI Corp,US,1905-04-12,Utilities,7275.8190030000005
OVV,Ovintiv Inc,US,2001-08-21,Energy ,9521.57327
GERN,Geron Corp,US,1996-07-31,Biotechnology,1042.8811080000003
BILL,BILL Holdings Inc,US,2019-12-12,Technology,7987.426252000001
JCI,Johnson Controls International PLC,IE,1991-08-22,Building,38470.255888000014
MSGE,Madison Square Garden Entertainment Corp,US,2020-04-09,Media,1951.3906949999998
WBD,Warner Bros Discovery Inc,US,2005-07-06,Media,36717.752907999995
FORM,FormFactor Inc,US,2003-06-12,Semiconductors,2287.216109
MTG,MGIC Investment Corp,US,1991-08-06,Financial Services,3848.176781
ALXO,ALX Oncology Holdings Inc,US,2020-07-17,Biotechnology,181.840575
CDNA,CareDx Inc,US,2014-07-17,Biotechnology,472.87138900000014
GHL,Greenhill & Co Inc,US,2004-05-06,Financial Services,143.551774
DG,Dollar General Corp,US,2009-11-13,Retail,46547.408148
COUR,Coursera Inc,US,2021-03-31,Diversified Consumer Services,1668.596354
RDVT,Red Violet Inc,US,2018-03-16,Professional Services,227.663188
FOXF,Fox Factory Holding Corp,US,2013-08-08,Auto Components,4724.183640999999
RBCAA,Republic Bancorp Inc,US,1998-07-22,Banking,714.2387019999999
DDS,Dillard's Inc,US,1981-05-22,Retail,5102.808845999999
SILC,Silicom Ltd,IL,2005-12-27,Communications,243.81920899999997
DXC,DXC Technology Co,US,1968-10-26,Technology,5632.8645
SGMA,SigmaTron International Inc,US,1994-02-09,Electrical Equipment,16.271053
UTL,Unitil Corp,US,1985-03-07,Utilities,963.020145
CHRW,CH Robinson Worldwide Inc,US,1997-10-15,Logistics & Transportation,10797.021278
ANIK,Anika Therapeutics Inc,US,1985-05-16,Biotechnology,417.476926
PFIS,Peoples Financial Services Corp,US,2002-06-05,Banking,302.390733
KMT,Kennametal Inc,US,1981-05-22,Machinery,2042.1653600000006
LBTYK,Liberty Global PLC,GB,2004-06-02,Telecommunication,9228.299144
IOT,Samsara Inc,US,2021-12-15,Technology,10042.927474
IAS,Integral Ad Science Holding Corp,US,2021-06-30,Media,2347.14521
CVS,CVS Health Corp,US,1952-10-01,Health Care,99570.012489
NTLA,Intellia Therapeutics Inc,US,2016-05-06,Biotechnology,3165.1249229999994
HCI,Hci Group Inc,US,2008-09-15,Insurance,440.847651
ANIP,ANI Pharmaceuticals Inc,US,2000-05-04,Pharmaceuticals,666.451729
MRCC,Monroe Capital Corp,US,2012-10-25,Financial Services,165.747502
WSO,Watsco Inc,US,1994-06-16,Trading Companies & Distributors,11723.388634
SLVM,Sylvamo Corp,US,2021-09-14,Paper & Forest,1871.9746530000002
NFG,National Fuel Gas Co,US,1955-07-25,Utilities,5276.380838
FOR,Forestar Group Inc,US,2007-12-12,Real Estate,739.1224799999999
PRVA,Privia Health Group Inc,US,2021-04-29,Health Care,3170.480762000001
SRE,Sempra Energy,US,1998-06-29,Utilities,48865.227936
SVNA,7 Acquisition Corp,US,2021-11-05,,300.14998800000006
PL,Planet Labs PBC,US,2021-03-05,Professional Services,1141.115055
SLP,Simulations Plus Inc,US,1997-06-18,Health Care,859.939053
LYRA,Lyra Therapeutics Inc,US,2020-05-01,Pharmaceuticals,74.799963
ALOR,ALSP Orchid Acquisition I Corp,US,2021-11-19,,231.96780050024242
SVRA,Savara Inc,US,2001-06-25,Biotechnology,196.191348
IRRX,Integrated Rail and Resources Acquisition Corp,US,2021-11-12,,290.087504
INTC,Intel Corp,US,1971-10-13,Semiconductors,135734.97568100007
ARMK,Aramark,US,2013-12-12,"Hotels, Restaurants & Leisure",9081.475909
MU,Micron Technology Inc,US,1984-06-01,Semiconductors,64087.738104
PFLT,PennantPark Floating Rate Capital Ltd,US,2011-04-08,Financial Services,529.6081519999999
ONTO,Onto Innovation Inc,US,1984-11-28,Semiconductors,3952.549985
CDE,Coeur Mining Inc,US,1980-03-17,Metals & Mining,1218.0563149999996
